ID_1,NAME_1,NAME_2,longitude,latitude,CL
761,Yobe,Yusufari,11.063,13.105,21
762,Zamfara,Anka,6.097,11.903,28
763,Zamfara,Bakura,5.815,12.467,28
764,Zamfara,Birnin-Magaji/Kiyaw,6.913,12.541,28
765,Zamfara,Bukkuyum,5.666,11.866,28
766,Zamfara,Bungudu,6.528,12.256,28
767,Zamfara,Gummi,5.245,11.999,12
768,Zamfara,Gusau,6.657,11.999,28
769,Zamfara,Kaura-Na,6.607,12.501,28
770,Zamfara,Maradun,6.309,12.624,28
771,Zamfara,Maru,6.28,11.208,28
772,Zamfara,Shinkafi,6.539,12.94,28
773,Zamfara,Talata-Mafara,6.131,12.329,28
774,Zamfara,Tsafe,6.896,11.883,28
775,Zamfara,Zurmi,7.881,12.757,28
